ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link,DS
1289,Minimum Falling Path Sum II,60.90%,Hard,0, https://leetcode.com/problems/minimum-falling-path-sum-ii,
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,48.60%,Medium,0.955511445, https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,
1293,Shortest Path in a Grid with Obstacles Elimination,42.80%,Hard,1.308574103, https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination,
1296,Divide Array in Sets of K Consecutive Numbers,53.80%,Medium,0.790736997, https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers,
1300,Sum of Mutated Array Closest to Target,44.20%,Medium,0.070081208, https://leetcode.com/problems/sum-of-mutated-array-closest-to-target,
1302,Deepest Leaves Sum,83.60%,Medium,0, https://leetcode.com/problems/deepest-leaves-sum,
1312,Minimum Insertion Steps to Make a String Palindrome,58.10%,Hard,0.601438754, https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome,
1313,Decompress Run-Length Encoded List,85.10%,Easy,0.012088391, https://leetcode.com/problems/decompress-run-length-encoded-list,
1314,Matrix Block Sum,73.70%,Medium,0, https://leetcode.com/problems/matrix-block-sum,
1316,Distinct Echo Substrings,46.40%,Hard,0, https://leetcode.com/problems/distinct-echo-substrings,
1320,Minimum Distance to Type a Word Using Two Fingers,62.30%,Hard,1.072241592, https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers,
1325,Delete Leaves With a Given Value,73.00%,Medium,0.076633226, https://leetcode.com/problems/delete-leaves-with-a-given-value,
1326,Minimum Number of Taps to Open to Water a Garden,43.60%,Hard,0.685082621, https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden,
1331,Rank Transform of an Array,58.00%,Easy,0, https://leetcode.com/problems/rank-transform-of-an-array,
1342,Number of Steps to Reduce a Number to Zero,86.30%,Easy,0.027616529, https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero,
1345,Jump Game IV,38.00%,Hard,0.3631339, https://leetcode.com/problems/jump-game-iv,
1346,Check If N and Its Double Exist,37.90%,Easy,0, https://leetcode.com/problems/check-if-n-and-its-double-exist,
1352,Product of the Last K Numbers,43.60%,Medium,0.906210599, https://leetcode.com/problems/product-of-the-last-k-numbers,
1365,How Many Numbers Are Smaller Than the Current Number,85.60%,Easy,0.015926721, https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,
1366,Rank Teams by Votes,53.80%,Medium,0.155754529, https://leetcode.com/problems/rank-teams-by-votes,
1368,Minimum Cost to Make at Least One Valid Path in a Grid,54.30%,Hard,0.674253231, https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,
1376,Time Needed to Inform All Employees,55.40%,Medium,1.423063209, https://leetcode.com/problems/time-needed-to-inform-all-employees,
1377,Frog Position After T Seconds,33.60%,Hard,0, https://leetcode.com/problems/frog-position-after-t-seconds,
1387,Sort Integers by The Power Value,70.20%,Medium,0, https://leetcode.com/problems/sort-integers-by-the-power-value,
1388,Pizza With 3n Slices,44.70%,Hard,0, https://leetcode.com/problems/pizza-with-3n-slices,
1392,Longest Happy Prefix,40.10%,Hard,0, https://leetcode.com/problems/longest-happy-prefix,
1401,Circle and Rectangle Overlapping,41.80%,Medium,0, https://leetcode.com/problems/circle-and-rectangle-overlapping,
1406,Stone Game III,56.10%,Hard,1.06673708, https://leetcode.com/problems/stone-game-iii,
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,63.20%,Medium,0, https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,
1422,Maximum Score After Splitting a String,54.70%,Easy,0, https://leetcode.com/problems/maximum-score-after-splitting-a-string,
713,Subarray Product Less Than K,39.10%,Medium,0.145435832, https://leetcode.com/problems/subarray-product-less-than-k,Sliding Window
1424,Diagonal Traverse II,42.40%,Medium,0.051227589, https://leetcode.com/problems/diagonal-traverse-ii,
487,Max Consecutive Ones II,48.50%,Medium,0.114775515, https://leetcode.com/problems/max-consecutive-ones-ii,Sliding Window
1441,Build an Array With Stack Operations,68.70%,Easy,0, https://leetcode.com/problems/build-an-array-with-stack-operations,
1444,Number of Ways of Cutting a Pizza,52.80%,Hard,0.722513075, https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza,
1447,Simplified Fractions,61.00%,Medium,0.109099913, https://leetcode.com/problems/simplified-fractions,
1449,Form Largest Integer With Digits That Add up to Target,41.80%,Hard,0, https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target,
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,53.30%,Medium,0, https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,
1461,Check If a String Contains All Binary Codes of Size K,44.60%,Medium,0, https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k,
1463,Cherry Pickup II,65.70%,Hard,0.367451481, https://leetcode.com/problems/cherry-pickup-ii,
1466,Reorder Routes to Make All Paths Lead to the City Zero,63.50%,Medium,0.184003643, https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,
1471,The k Strongest Values in an Array,57.00%,Medium,0, https://leetcode.com/problems/the-k-strongest-values-in-an-array,
643,Maximum Average Subarray I,41.50%,Easy,0.036836577, https://leetcode.com/problems/maximum-average-subarray-i,Sliding Window
1480,Running Sum of 1d Array,90.50%,Easy,0.010437827, https://leetcode.com/problems/running-sum-of-1d-array,
1482,Minimum Number of Days to Make m Bouquets,45.80%,Medium,0, https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,
1483,Kth Ancestor of a Tree Node,27.60%,Hard,0.145889273, https://leetcode.com/problems/kth-ancestor-of-a-tree-node,
1488,Avoid Flood in The City,25.30%,Medium,0, https://leetcode.com/problems/avoid-flood-in-the-city,
1494,Parallel Courses II,32.00%,Hard,0, https://leetcode.com/problems/parallel-courses-ii,
1498,Number of Subsequences That Satisfy the Given Sum Condition,36.70%,Medium,0, https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition,
1499,Max Value of Equation,44.40%,Hard,0, https://leetcode.com/problems/max-value-of-equation,Sliding Window
1503,Last Moment Before All Ants Fall Out of a Plank,51.50%,Medium,0, https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank,
1504,Count Submatrices With All Ones,61.70%,Medium,0.412622196, https://leetcode.com/problems/count-submatrices-with-all-ones,
1506,Find Root of N-Ary Tree,80.00%,Medium,0, https://leetcode.com/problems/find-root-of-n-ary-tree,
1508,Range Sum of Sorted Subarray Sums,68.30%,Medium,0, https://leetcode.com/problems/range-sum-of-sorted-subarray-sums,
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,51.00%,Medium,0, https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves,
1513,Number of Substrings With Only 1s,40.30%,Medium,0, https://leetcode.com/problems/number-of-substrings-with-only-1s,
1514,Path with Maximum Probability,36.50%,Medium,0, https://leetcode.com/problems/path-with-maximum-probability,
1516,Move Sub-Tree of N-Ary Tree,60.10%,Hard,0, https://leetcode.com/problems/move-sub-tree-of-n-ary-tree,
1525,Number of Good Ways to Split a String,69.80%,Medium,0, https://leetcode.com/problems/number-of-good-ways-to-split-a-string,
1526,Minimum Number of Increments on Subarrays to Form a Target Array,57.70%,Hard,0, https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array,
1530,Number of Good Leaf Nodes Pairs,53.60%,Medium,0.005780363, https://leetcode.com/problems/number-of-good-leaf-nodes-pairs,
1538,Guess the Majority in a Hidden Array,63.20%,Medium,0, https://leetcode.com/problems/guess-the-majority-in-a-hidden-array,
1544,Make The String Great,54.40%,Easy,0, https://leetcode.com/problems/make-the-string-great,
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,40.60%,Medium,0, https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,
1547,Minimum Cost to Cut a Stick,47.20%,Hard,1.209837924, https://leetcode.com/problems/minimum-cost-to-cut-a-stick,
